date,year,place,depth,latitude,longitude,is_natural,magnitude,magnitude_type,mag_category
2010-01-02 12:41:04+00:00,2010,CHARLEVOIX SEISMIC ZONE,13.5,47.52950962544011,-69.93650054667414,True,1.5,MN,<2
2010-01-02 12:57:16+00:00,2010,106 km N   of Yakutat,1.0,60.24660340057827,-139.30772207664666,True,2.5999999046325684,ML,2
2010-01-02 13:21:10+00:00,2010,150 km S   of Sandspit,20.0,51.89740461507688,-131.7381174144517,True,2.200000047683716,ML,2
2010-01-02 19:34:59+00:00,2010,133 km SSW of Sandspit,20.0,52.06280456686398,-132.11361751191126,True,1.7000000476837158,ML,<2
2010-01-02 20:51:46+00:00,2010,203 km W   of Pt. Hardy,10.0,50.60080478304961,-130.2955168267265,True,3.299999952316284,Mw,3
2010-01-02 22:33:10+00:00,2010,105 km W   of Gold R.,10.0,49.45050509660102,-127.52251613750656,True,3.0,Mw,3
2010-01-03 00:07:31+00:00,2010,194 km ESE of Dawson,10.0,62.676703687895404,-137.05212362250757,True,2.0,ML,2
2010-01-03 01:49:17+00:00,2010,38 km WSW of Masset,4.300000190734863,53.8163045057905,-132.62021821193954,True,1.5,ML,<2
2010-01-03 04:16:10+00:00,2010,73 km S   of Sandspit,20.0,52.588804598661156,-131.90371767329842,True,1.0,ML,<2
2010-01-03 04:35:47+00:00,2010,142 km SSE of Sandspit,20.0,51.984904649769106,-131.47831741516407,True,1.899999976158142,ML,<2
2010-01-03 04:45:33+00:00,2010,150 km SSE of Sandspit,20.0,51.92270465560463,-131.42881738692844,True,2.0,ML,2
2010-01-03 05:52:31+00:00,2010,116 km SE from Pond Inlet,18.0,71.96361166883561,-75.56000869214114,True,2.5,MN,2
2010-01-03 07:10:22+00:00,2010,100 km W from Kangirsuk,18.0,59.756711144478956,-71.76860261794181,True,1.7999999523162842,MN,<2
2010-01-03 07:34:26+00:00,2010,242 km SW  of Pt. Hardy,10.0,48.90400486702658,-129.32311621607857,True,3.299999952316284,Mw,3
2010-01-03 07:39:17+00:00,2010,12 km WNW of Haines Jct.,10.0,60.836803642759016,-137.6797223404614,True,1.7000000476837158,ML,<2
2010-01-03 13:41:10+00:00,2010,212 km SSW of Fort McPherson,20.0,65.5390039493051,-134.94222592961606,True,3.0,ML,3
2010-01-03 13:42:25+00:00,2010,30 km WSW of Rocky Mt. House,0.0,52.25680668173997,-115.2853148715107,True,2.0999999046325684,ML,2
2010-01-03 19:13:36+00:00,2010,76 km E   of Victoria,16.5,48.34180565313279,-122.34321507637772,True,1.2000000476837158,ML,<2
2010-01-04 00:14:32+00:00,2010,CHARLEVOIX SEISMIC ZONE,6.199999809265137,47.64970963757823,-70.1476006282353,True,1.899999976158142,MN,<2
2010-01-04 00:20:44+00:00,2010,60 km SE from Huntingdon,18.0,44.59150898513979,-73.84950165853195,True,1.7999999523162842,MN,<2
2010-01-04 03:17:57+00:00,2010,174 km WSW of Pt. Hardy,10.0,50.18120484422281,-129.74441663260365,True,2.700000047683716,Mw,2
2010-01-04 03:47:19+00:00,2010,84 km WSW of Fort McPherson,20.0,66.92820374094019,-135.86202751525013,True,3.0,ML,3
2010-01-04 08:33:01+00:00,2010,251 km SW  of Pt. Hardy,10.0,48.86700484904927,-129.46831622327346,True,3.299999952316284,Mw,3
2010-01-04 12:35:39+00:00,2010,143 km NW from Igloolik,18.0,70.33901099488266,-84.2605128449689,True,2.5999999046325684,MN,2
2010-01-04 15:16:51+00:00,2010,CHARLEVOIX SEISMIC ZONE,13.600000381469727,47.527509615875864,-70.20290063936936,True,1.0,MN,<2
2010-01-04 15:18:03+00:00,2010,143 km SSE of Sandspit,20.0,51.98590465468885,-131.4382174101849,True,2.0999999046325684,ML,2
2010-01-04 20:32:12+00:00,2010,CHARLEVOIX SEISMIC ZONE,11.699999809265137,47.491609612736085,-70.14140061458792,True,0.6000000238418579,MN,<2
2010-01-04 20:49:05+00:00,2010,106 km NNE of Powell R.,1.0,50.792705529587806,-124.29891606485127,True,1.7000000476837158,ML,<2
2010-01-05 00:02:56+00:00,2010,19 km WSW of Nanaimo,17.299999237060547,49.103305478401445,-124.18021556418304,True,1.100000023841858,ML,<2
2010-01-05 00:44:59+00:00,2010,219 km WSW of Gold R.,10.0,48.98720491567417,-128.93871619140342,True,3.0999999046325684,Mw,3
2010-01-05 01:20:25+00:00,2010,CHARLEVOIX SEISMIC ZONE,9.199999809265137,47.28010956189395,-70.61600076429738,True,1.2999999523162842,MN,<2
2010-01-05 04:07:39+00:00,2010,154 km S   of Sandspit,20.0,51.86630463334187,-131.59821738730452,True,2.200000047683716,ML,2
2010-01-05 06:46:33+00:00,2010,71 km N from Murdochville,18.0,49.603410084471044,-65.45499909143048,True,2.700000047683716,MN,2
2010-01-05 09:35:25+00:00,2010,152 km SSE of Sandspit,20.0,51.90070465048217,-131.46661738421008,True,2.0999999046325684,ML,2
2010-01-05 11:21:34+00:00,2010,212 km WNW of Haines Jct.,1.0,61.58610306259178,-141.08682310781055,True,2.299999952316284,ML,2
2010-01-05 11:23:57+00:00,2010,211 km WNW of Haines Jct.,1.0,61.582703065177284,-141.0736231028258,True,2.9000000953674316,ML,2
2010-01-05 11:48:26+00:00,2010,27 km WSW of Seattle,12.300000190734863,47.470005575026164,-122.64801491221961,True,2.0999999046325684,ML,2
2010-01-05 12:36:58+00:00,2010,64 km SW  of Sandspit,20.0,52.75730454538879,-132.3103177789084,True,1.2999999523162842,ML,<2
2010-01-05 16:04:24+00:00,2010,195 km WNW of Masset,20.0,54.93040420558658,-134.73121888474395,True,2.5,ML,2
2010-01-05 21:20:41+00:00,2010,208 km ESE of Fairbanks,5.0,63.28500228015055,-145.29662460293457,True,3.0999999046325684,ML,3
2010-01-05 22:25:58+00:00,2010,50 km SE from Plaster Rock,5.0,46.692309579218396,-66.79279939960016,True,1.899999976158142,MN,<2
2010-01-06 00:15:22+00:00,2010,226 km SW  of Norman Wells,10.0,63.54090498562272,-129.0154232941343,True,3.5,ML,3
2010-01-06 00:41:52+00:00,2010,197 km WNW of Masset,20.0,54.997304211278525,-134.6943189098509,True,2.700000047683716,ML,2
2010-01-06 01:51:59+00:00,2010,140 km SSE of Sandspit,20.0,52.022004667517784,-131.34421741116537,True,2.4000000953674316,ML,2
2010-01-06 09:50:02+00:00,2010,145 km WSW of Dawson,1.0,63.13410292988503,-141.48632432192431,True,2.799999952316284,ML,2
2010-01-06 12:43:07+00:00,2010,63 km WSW of Sandspit,20.0,52.92920450567613,-132.60431787325518,True,1.7000000476837158,ML,<2
2010-01-06 15:22:50+00:00,2010,47 km NW  of Watson Lk.,5.0,60.47270497370794,-129.29352113075126,True,2.700000047683716,ML,2
2010-01-06 15:28:59+00:00,2010,14 km S from Huntingdon,18.0,44.960709036283234,-74.19140180035106,True,2.0,MN,2
2010-01-06 19:06:22+00:00,2010,148 km SSE of Sandspit,20.0,51.94410466343536,-131.36811738765329,True,2.200000047683716,ML,2
2010-01-06 23:49:02+00:00,2010,10 km ENE of Ucluelet,15.399999618530273,48.97760532969749,-125.41731571342129,True,1.2999999523162842,ML,<2
2010-01-07 01:22:46+00:00,2010,41 km E   of Squamish,2.5,49.70620568964254,-122.58751547778454,True,1.399999976158142,ML,<2
2010-01-07 01:36:06+00:00,2010,136 km SSE of Sandspit,20.0,52.05720466704258,-131.3530174252223,True,2.0999999046325684,ML,2
2010-01-07 01:51:26+00:00,2010,136 km SSE of Sandspit,20.0,52.06730467533426,-131.28871742194843,True,2.0999999046325684,ML,2
2010-01-07 02:34:54+00:00,2010,137 km SSE of Sandspit,20.0,52.04910467139272,-131.31811741884763,True,2.0999999046325684,ML,2
2010-01-07 04:21:35+00:00,2010,78 km WSW of Haines,1.0,58.71200390538793,-136.36502090741277,True,3.299999952316284,ML,3
2010-01-07 06:46:42+00:00,2010,107 km WSW of Jasper,10.199999809265137,52.24070620292032,-119.2768156595854,True,0.6000000238418579,ML,<2
2010-01-07 06:49:03+00:00,2010,86 km W   of Gold R.,18.899999618530273,49.603405127764866,-127.29871615070145,True,1.7999999523162842,ML,<2
2010-01-07 07:29:11+00:00,2010,81 km SSW of Pt. Hardy,0.4000000059604645,50.00330508128785,-127.77751633074828,True,1.600000023841858,ML,<2
2010-01-07 08:34:04+00:00,2010,41 km E   of Haines,1.0,59.046804184090405,-134.5128209185156,True,2.0,ML,2
2010-01-07 08:42:41+00:00,2010,102 km WSW of Victoria,39.400001525878906,48.01820538352893,-124.60761534660944,True,1.5,ML,<2
2010-01-07 09:05:02+00:00,2010,103 km WSW of Victoria,41.29999923706055,48.01520538235104,-124.61671534590185,True,1.7000000476837158,ML,<2
2010-01-07 09:15:13+00:00,2010,104 km WSW of Victoria,40.20000076293945,48.01710538141337,-124.62351534752118,True,1.7000000476837158,ML,<2
2010-01-07 09:57:35+00:00,2010,104 km WSW of Victoria,39.29999923706055,48.02070538043131,-124.63001534994166,True,1.7000000476837158,ML,<2
2010-01-07 13:12:38+00:00,2010,18 km W   of Masset,10.300000190734863,53.970404532835246,-132.4203182509009,True,1.899999976158142,ML,<2
2010-01-07 14:33:50+00:00,2010,101 km WSW of Victoria,39.5,48.01520538529647,-124.59041534297992,True,1.7999999523162842,ML,<2
2010-01-07 15:38:58+00:00,2010,151 km SSE of Sandspit,20.0,51.927904678016986,-131.2566173702136,True,2.200000047683716,ML,2
2010-01-07 16:30:16+00:00,2010,70 km W   of Sandspit,20.0,53.26960446922007,-132.88131802943104,True,1.7999999523162842,ML,<2
2010-01-07 16:40:45+00:00,2010,118 km W   of Yakutat,30.0,59.52220307337675,-141.52922175713906,True,2.5999999046325684,ML,2
2010-01-07 17:17:46+00:00,2010,James Bay.,18.0,52.68370990137335,-80.44500482149355,True,2.0999999046325684,MN,2
2010-01-07 19:23:29+00:00,2010,Wager Bay region,18.0,64.71251051583339,-87.08721087538308,True,2.5,MN,2
2010-01-07 19:28:47+00:00,2010,8 km SW  of Masset,1.0,53.946104561669564,-132.2088182180676,True,2.0,ML,2
2010-01-07 19:39:06+00:00,2010,218 km SW  of Pt. Hardy,10.0,49.01970491143724,-128.9784162050632,True,3.299999952316284,Mw,3
2010-01-07 23:12:38+00:00,2010,197 km ESE of Dawson,15.0,62.69250370984781,-136.91142362255744,True,2.0,ML,2
2010-01-08 02:33:30+00:00,2010,161 km ESE of Yakutat,5.0,58.25320373745539,-137.52662074978448,True,2.5999999046325684,ML,2
2010-01-08 04:04:35+00:00,2010,35 km WSW of Masset,17.799999237060547,53.87460450281712,-132.639818237769,True,2.0999999046325684,ML,2
2010-01-08 04:22:22+00:00,2010,95 km WNW of Dawson,5.0,64.73090300144801,-140.64852567349467,True,2.5999999046325684,ML,2
2010-01-08 05:25:05+00:00,2010,68 km NNW of Haines Jct.,5.0,61.35810361582284,-137.7441227060627,True,1.600000023841858,ML,<2
2010-01-08 08:36:32+00:00,2010,18 km NNE of Sandspit,13.899999618530273,53.404104626823894,-131.7236179536251,True,1.7000000476837158,ML,<2
2010-01-08 09:21:11+00:00,2010,227 km SW  of Pt. Hardy,10.0,48.99720488928935,-129.15901622129473,True,3.5999999046325684,Mw,3
2010-01-08 09:41:03+00:00,2010,CHARLEVOIX SEISMIC ZONE,8.800000190734863,47.43810960618611,-70.05950058231464,True,1.5,MN,<2
2010-01-08 10:26:23+00:00,2010,106 km WSW of Victoria,42.0,48.00830537822805,-124.64931535016426,True,2.0999999046325684,ML,2
2010-01-08 11:21:35+00:00,2010,18 km NE  of Sandspit,9.800000190734863,53.405204629508106,-131.70011795109403,True,2.0999999046325684,ML,2
2010-01-08 14:14:05+00:00,2010,102 km WSW of Victoria,40.29999923706055,48.01170538384584,-124.60311534374408,True,1.600000023841858,ML,<2
2010-01-08 17:01:01+00:00,2010,97 km WSW of Fort McPherson,10.0,66.85470370157239,-136.101927459716,True,4.199999809265137,Mw,4
2010-01-08 19:05:42+00:00,2010,139 km S   of Sandspit,20.0,52.005804575359676,-132.04751748432065,True,2.200000047683716,ML,2
2010-01-08 19:22:25+00:00,2010,15 km NE  of Sandspit,16.399999618530273,53.374704625868915,-131.72801794380533,True,1.7000000476837158,ML,<2
2010-01-08 19:47:48+00:00,2010,154 km SSE of Sandspit,20.0,51.902204674306255,-131.28441736495034,True,2.299999952316284,ML,2
2010-01-08 21:06:11+00:00,2010,27 km E from Moisie,18.0,50.097410153182196,-65.72589921860872,True,2.0,MN,2
2010-01-08 21:07:31+00:00,2010,25 km SE from Moisie,18.0,50.078110148651476,-65.78189923730723,True,1.7999999523162842,MN,<2
2010-01-08 21:24:09+00:00,2010,135 km SSE of Sandspit,20.0,52.08440468136795,-131.24341742158663,True,2.0999999046325684,ML,2
2010-01-08 22:12:45+00:00,2010,142 km SSE of Sandspit,20.0,51.998204665497795,-131.35851740605884,True,2.200000047683716,ML,2
2010-01-08 22:57:54+00:00,2010,26 km WNW of Sandspit,7.400000095367432,53.35810456613024,-132.16831798583166,True,1.5,ML,<2
2010-01-08 23:18:21+00:00,2010,144 km NE from Thom Bay,18.0,71.03361051785632,-89.56581640657653,True,3.0,MN,3
2010-01-09 02:10:06+00:00,2010,Wager Bay region,18.0,66.21351034600762,-89.75121287548727,True,2.799999952316284,MN,2
2010-01-09 05:29:55+00:00,2010,16 km N   of Nanaimo,63.20000076293945,49.316605513395665,-123.9529155865566,True,1.399999976158142,ML,<2
2010-01-09 06:30:50+00:00,2010,42 km WNW of Haines Jct.,5.0,60.91850354972291,-138.24122244124047,True,3.299999952316284,ML,3
2010-01-09 08:28:57+00:00,2010,80 km W   of Gold R.,25.399999618530273,49.56080513883448,-127.19861612542904,True,1.7000000476837158,ML,<2
2010-01-09 09:52:49+00:00,2010,52 km SE  of Abbotsford,21.399999618530273,48.633605712221865,-121.94661508571856,True,1.2000000476837158,ML,<2
2010-01-09 10:05:01+00:00,2010,38 km WSW of Masset,4.699999809265137,53.84430449939506,-132.66341822756027,True,1.7999999523162842,ML,<2
2010-01-09 10:38:39+00:00,2010,20 km E from Forest,5.0,44.422908853152975,-76.3944024844937,True,1.7000000476837158,MN,<2
2010-01-09 11:38:08+00:00,2010,34 km WSW of Masset,0.0,53.83250451202803,-132.57011821340362,True,1.899999976158142,ML,<2
2010-01-09 12:03:36+00:00,2010,35 km WSW of Masset,0.0,53.83480450806181,-132.60121821665516,True,2.200000047683716,ML,2
2010-01-09 12:12:39+00:00,2010,5 km SW from Chute-aux-Outardes,18.0,49.08010992096406,-68.44600013225785,True,2.5999999046325684,MN,2
2010-01-09 17:49:46+00:00,2010,18 km SW from Fort-Coulonge,18.0,45.71500905474111,-76.85750274784415,True,1.7999999523162842,MN,<2
2010-01-09 21:46:18+00:00,2010,31 km WSW of Masset,4.599999904632568,53.85670451489479,-132.55161822162026,True,1.5,ML,<2
2010-01-09 22:28:00+00:00,2010,94 km W   of Fort St. John,15.0,56.525705962623285,-122.29881785718644,True,2.9000000953674316,ML,2
2010-01-10 02:58:24+00:00,2010,62 km SW  of Pt. Hardy,19.399999618530273,50.189205086408315,-127.7755163845288,True,1.600000023841858,ML,<2
2010-01-10 03:06:54+00:00,2010,336 km SSW of Sandspit,20.0,50.25210450606604,-132.47561696362723,True,3.0999999046325684,ML,3
2010-01-10 05:18:55+00:00,2010,153 km S   of Sandspit,20.0,51.873704608969696,-131.78471741125367,True,2.200000047683716,ML,2
2010-01-10 08:55:01+00:00,2010,23 km SSE of Langley,15.899999618530273,48.891105651968566,-122.58841525658326,True,1.600000023841858,ML,<2
2010-01-10 09:37:40+00:00,2010,25 km SSE of Langley,19.899999618530273,48.880205654517404,-122.56691525100098,True,0.800000011920929,ML,<2
2010-01-10 10:36:49+00:00,2010,119 km SSE of Sandspit,20.0,52.23030467678311,-131.2870174769795,True,2.0999999046325684,ML,2
2010-01-10 10:45:53+00:00,2010,22 km SSE of Langley,12.899999618530273,48.9031056541231,-122.5803152594396,True,1.2000000476837158,ML,<2
2010-01-10 10:58:30+00:00,2010,34 km WSW of Masset,0.0,53.83440451149397,-132.57231821417622,True,2.0999999046325684,ML,2
2010-01-10 11:03:02+00:00,2010,33 km WSW of Masset,0.0,53.84100451171091,-132.5729182161853,True,2.0999999046325684,ML,2
2010-01-10 11:07:17+00:00,2010,38 km WSW of Masset,0.0,53.821904504656416,-132.62671821489118,True,1.899999976158142,ML,<2
2010-01-10 18:40:08+00:00,2010,60 km NW from Sheldrake,18.0,50.655210243283385,-65.47649916146752,True,1.899999976158142,MN,<2
2010-01-10 20:00:44+00:00,2010,7 km SE from Salaberry-de-Valleyfield,18.0,45.19120908092722,-74.08670178436459,True,1.2999999523162842,MN,<2
2010-01-11 01:25:18+00:00,2010,210 km W   of Pt. Hardy,10.0,50.7073047718119,-130.4004168726465,True,3.5,Mw,3
2010-01-11 01:26:10+00:00,2010,213 km W   of Pt. Hardy,10.0,50.70520476629112,-130.44921687703408,True,3.4000000953674316,Mw,3
2010-01-11 03:59:21+00:00,2010,149 km SSE of Sandspit,20.0,51.93010466283019,-131.3731173827981,True,3.299999952316284,ML,3
2010-01-11 11:13:21+00:00,2010,82 km ENE of Pemberton,5.0,50.73130582432648,-121.8385156479894,True,2.0999999046325684,ML,2
2010-01-11 13:29:38+00:00,2010,34 km WSW of Masset,0.0,53.840404509775695,-132.58931821828995,True,2.4000000953674316,ML,2
2010-01-11 13:36:42+00:00,2010,139 km SSE of Sandspit,20.0,52.03340466715195,-131.347917416341,True,2.299999952316284,ML,2
2010-01-11 13:38:54+00:00,2010,12 km SE  of Langley,0.0,48.996505660124726,-122.56801528155512,True,1.399999976158142,ML,<2
2010-01-11 21:20:17+00:00,2010,93 km WSW of Masset,20.0,53.504704415068474,-133.27781816141464,True,2.200000047683716,ML,2
2010-01-11 21:39:25+00:00,2010,157 km S   of Sandspit,20.0,51.835004615477644,-131.729117392055,True,2.5,ML,2
2010-01-11 22:52:51+00:00,2010,92 km NW from Maniwaki,18.0,47.101309295839435,-76.55980277924758,True,1.7000000476837158,MN,<2
2010-01-11 23:52:55+00:00,2010,206 km WSW of Bella Bella,10.0,51.4134047223671,-130.86901715208234,True,3.4000000953674316,Mw,3
2010-01-12 00:06:23+00:00,2010,138 km SSE of Sandspit,20.0,52.0395046707354,-131.31841741503132,True,2.299999952316284,ML,2
2010-01-12 01:46:12+00:00,2010,63 km SSW of Sandspit,20.0,52.717304566497496,-132.1487177468451,True,1.7000000476837158,ML,<2
2010-01-12 07:00:22+00:00,2010,CHARLEVOIX SEISMIC ZONE,10.600000381469727,47.45960960592002,-70.1684006216689,True,1.2999999523162842,MN,<2
2010-01-12 07:56:05+00:00,2010,215 km SSE of Sandspit,10.0,51.356804685655526,-131.15501716715778,True,3.5,Mw,3
2010-01-12 10:19:21+00:00,2010,154 km S   of Sandspit,20.0,51.86270462960157,-131.62311738868485,True,2.299999952316284,ML,2
2010-01-12 11:38:19+00:00,2010,149 km SSE of Sandspit,20.0,51.94090466818841,-131.3342173833829,True,2.5,ML,2
2010-01-12 13:36:49+00:00,2010,154 km SSE of Sandspit,20.0,51.88010464727188,-131.4905173798136,True,2.5,ML,2
2010-01-12 16:54:39+00:00,2010,88 km WSW of Masset,20.0,53.52490442424152,-133.21411816185412,True,2.0,ML,2
2010-01-12 16:56:38+00:00,2010,88 km WSW of Masset,20.0,53.524004425406964,-133.20331816059385,True,1.7000000476837158,ML,<2
2010-01-12 19:20:22+00:00,2010,86 km N   of Yakutat,5.0,60.06180339646502,-139.37162196243412,True,3.799999952316284,ML,3
2010-01-12 21:51:45+00:00,2010,223 km W   of Tofino,10.0,48.66970491236944,-128.8897160988764,True,4.400000095367432,Mw,4
2010-01-12 22:40:19+00:00,2010,17 km NE from Longlac,18.0,49.93360916209121,-86.41630640770073,True,1.600000023841858,MN,<2
2010-01-12 22:47:18+00:00,2010,164 km E from St. John's,18.0,48.00710996261315,-50.65189374218278,True,2.700000047683716,MN,2
2010-01-13 02:22:20+00:00,2010,223 km W   of Tofino,10.0,48.660904913860776,-128.8799160960518,True,3.5,Mw,3
2010-01-13 05:00:57+00:00,2010,200 km W   of Pt. Hardy,10.0,50.2852047927569,-130.17471671549515,True,3.299999952316284,Mw,3
2010-01-13 05:37:56+00:00,2010,148 km SSE of Sandspit,20.0,51.95420466930957,-131.3268173871594,True,2.0999999046325684,ML,2
2010-01-13 05:42:26+00:00,2010,154 km SSE of Sandspit,20.0,51.885504663344825,-131.36411736782676,True,2.5,ML,2
2010-01-13 06:30:37+00:00,2010,78 km S   of Sandspit,20.0,52.545004595032644,-131.92451765943008,True,1.7000000476837158,ML,<2
2010-01-13 06:38:37+00:00,2010,79 km S   of Sandspit,20.0,52.54300459606985,-131.91961765939624,True,0.800000011920929,ML,<2
2010-01-13 09:00:49+00:00,2010,129 km SSE of Sandspit,20.0,52.103804647759844,-131.50241745822993,True,1.899999976158142,ML,<2
2010-01-13 14:00:10+00:00,2010,30 km ESE of Masset,3.5,53.90720462886679,-131.72191814789514,True,2.200000047683716,ML,2
2010-01-13 14:59:18+00:00,2010,155 km S   of Sandspit,20.0,51.857504610145675,-131.770117403179,True,2.5,ML,2
2010-01-13 16:17:59+00:00,2010,33 km NNW of Seattle,26.0,47.88780561474298,-122.47921498520091,True,1.899999976158142,ML,<2
2010-01-13 16:30:14+00:00,2010,155 km SSE of Sandspit,20.0,51.886404665081876,-131.35071736607568,True,2.299999952316284,ML,2
2010-01-13 20:03:43+00:00,2010,143 km S   of Sandspit,20.0,51.969104627021764,-131.65231742861033,True,2.0,ML,2
2010-01-13 21:36:47+00:00,2010,7 km N from Alfred,18.0,45.621809122037895,-74.90620209128475,True,2.5999999046325684,MN,2
2010-01-13 21:59:51+00:00,2010,70 km SW  of Sandspit,20.0,52.75260452248409,-132.4747177956712,True,1.7999999523162842,ML,<2
2010-01-13 22:35:42+00:00,2010,74 km SW  of Sandspit,20.0,52.74490451463058,-132.53881779899143,True,1.7000000476837158,ML,<2
2010-01-14 02:25:19+00:00,2010,89 km WSW of Masset,20.0,53.5148044254909,-133.20261815695153,True,1.7000000476837158,ML,<2
2010-01-14 04:52:37+00:00,2010,60 km NW  of Banff,4.900000095367432,51.634206558281406,-116.02271483266901,True,1.5,ML,<2
2010-01-14 05:59:57+00:00,2010,23 km ENE of Ucluelet,35.099998474121094,49.023905350074706,-125.25451570296781,True,1.399999976158142,ML,<2
2010-01-14 08:18:38+00:00,2010,150 km WSW of Gold R.,10.0,49.13920503068508,-128.00211611387275,True,2.5,Mw,2
2010-01-14 10:59:24+00:00,2010,143 km S   of Sandspit,20.0,51.96390458071691,-132.00351746588257,True,2.0,ML,2
2010-01-14 11:21:24+00:00,2010,72 km SSW of Sandspit,20.0,52.634404565650655,-132.15081771684308,True,2.200000047683716,ML,2
2010-01-14 22:15:36+00:00,2010,205 km W   of Pt. Hardy,10.0,50.714704780651545,-130.33301686722817,True,3.299999952316284,Mw,3
2010-01-14 22:25:25+00:00,2010,87 km WSW of Haines Jct.,15.0,60.14200352817882,-138.5263219517107,True,2.799999952316284,ML,2
2010-01-15 00:39:16+00:00,2010,67 km W   of Gold R.,25.799999237060547,49.72380516306349,-127.03581614892579,True,2.299999952316284,ML,2
2010-01-15 03:32:54+00:00,2010,230 km S   of Fort McPherson,5.0,65.37100402326136,-134.5407257161335,True,3.200000047683716,ML,3
2010-01-15 11:39:06+00:00,2010,84 km NW  of Yakutat,5.0,59.97410327940901,-140.1261219577286,True,2.9000000953674316,ML,2
2010-01-15 14:19:39+00:00,2010,144 km SSE of Sandspit,20.0,51.9985046755713,-131.2780173958366,True,2.299999952316284,ML,2
2010-01-15 17:17:19+00:00,2010,50 km E from Kangiqsujuaq,18.0,61.43021132790394,-71.00550257892108,True,3.200000047683716,MN,3
2010-01-15 17:35:39+00:00,2010,85 km SSW of Pt. Hardy,31.799999237060547,49.99120506939754,-127.87201633868658,True,1.7000000476837158,ML,<2
2010-01-15 18:30:27+00:00,2010,74 km SSW of Sandspit,20.0,52.610904565657336,-132.14881770887914,True,1.5,ML,<2
2010-01-15 21:49:12+00:00,2010,140 km SSE of Sandspit,20.0,52.01680466355651,-131.37471741429857,True,2.9000000953674316,ML,2
2010-01-15 22:03:08+00:00,2010,143 km SSE of Sandspit,20.0,51.99500466471841,-131.364217405767,True,2.0999999046325684,ML,2
