Case_ID,Term,Case_Name,Petitioner,Hearing_Date,Issue_Area,Decision_Type,Direction,Majority_Votes,Minority_Votes,Chief_Justice,Case_Status,Courtroom,Duration_Days,Victim  Count,State,District,Term_iqr_outlier,Majority_Votes_iqr_outlier,Minority_Votes_iqr_outlier,Courtroom_iqr_outlier,Duration_Days_iqr_outlier,Victim  Count_iqr_outlier,Term_zscore_outlier,Majority_Votes_zscore_outlier,Minority_Votes_zscore_outlier,Courtroom_zscore_outlier,Duration_Days_zscore_outlier,Victim  Count_zscore_outlier,anomaly_flag,outlier_flag,Hearing_Date_year,Hearing_Date_month,Hearing_Date_day
23,0.6268054929551877,1,0,2015-01-24,4,0,1,1.3090191873790882,-0.7663986317111051,2,2,-1.4708460186210899,1.6889838194835114,0.8619497350819924,4,47,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,1,24
24,-0.7804285417430751,1,3,2015-01-25,1,0,0,0.6342670289362593,1.4550466775964457,3,1,1.2876059921887237,-1.677761335633123,1.2162970054137467,7,30,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,1,25
25,-0.7804285417430751,1,5,2015-01-26,3,3,0,-0.7152372879493982,0.7145649078272621,5,1,-1.4708460186210899,-0.9295957456072041,0.33042882958436093,0,8,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,1,26
26,-0.5458895359600312,5,3,2015-01-27,0,1,1,-0.7152372879493982,-1.5068804014802888,2,1,1.6816705651615542,0.09913194067843412,-0.732612981410902,6,46,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,1,27
27,0.7440749958467097,2,7,2015-01-28,4,1,0,-0.04048512950656946,-0.7663986317111051,4,2,-1.2738137321346745,-0.18143015558128542,-0.02391844074739338,9,17,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,1,28
28,-0.19408102728546553,7,5,2015-01-29,3,3,1,-1.389989446392227,0.7145649078272621,5,1,-1.4708460186210899,0.753776831951113,-0.5554393462450249,4,47,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,1,29
29,0.5095359900636659,6,1,2015-01-30,1,0,1,-1.389989446392227,-0.7663986317111051,0,2,1.0905737057023084,1.0343389282108326,1.2162970054137467,0,15,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,1,30
30,-0.7804285417430751,0,0,2015-01-31,2,1,1,-0.7152372879493982,-0.7663986317111051,3,2,0.3024445597566474,0.19265263943167396,-0.9097866165767792,1,1,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,1,31
31,0.9786140016297534,1,1,2015-02-01,0,1,1,0.6342670289362593,0.7145649078272621,3,0,-0.48568458618901356,0.4732147356913935,-0.3782657110791477,9,25,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,2,1
32,-1.6013150619837284,2,6,2015-02-02,2,1,1,-0.7152372879493982,1.4550466775964457,2,1,1.2876059921887237,-0.3684715530877651,1.0391233702478695,0,8,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,2,2
33,1.3304225103043192,1,0,2015-02-03,0,0,0,-1.389989446392227,0.7145649078272621,5,2,-0.6827168726754288,0.3796940369381536,-1.4413075220744107,4,16,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,2,3
34,1.682231018978885,0,3,2015-02-04,4,2,1,0.6342670289362593,-1.5068804014802888,1,1,0.10541227327023218,0.09913194067843412,1.7478179109113783,0,8,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,2,4
35,-1.3667760562006845,7,2,2015-01-01,4,3,0,-1.389989446392227,-0.025916861941921533,3,1,1.4846382786751389,0.09913194067843412,0.1532551944184838,7,12,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,1,1
36,1.2131530074127972,1,1,2015-02-06,0,2,0,-0.04048512950656946,-0.7663986317111051,2,0,-1.8649105915939204,-1.5842406368798831,0.33042882958436093,2,18,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,2,6
37,-1.2495065533091627,0,3,2015-02-07,1,0,0,-0.7152372879493982,0.7145649078272621,3,1,-1.4708460186210899,-1.8648027331396027,-0.9097866165767792,1,1,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,2,7
38,1.447692013195841,6,2,2015-02-08,0,2,0,-1.389989446392227,-0.025916861941921533,1,0,-1.2738137321346745,1.5954631207302716,-0.3782657110791477,2,31,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,2,8
39,-0.07681152439394365,4,3,2015-02-09,3,1,0,1.3090191873790882,0.7145649078272621,1,2,0.4994768462430627,0.2861733381849138,1.3934706405796238,4,10,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,2,9
40,-0.07681152439394365,3,4,2015-02-10,1,1,1,1.3090191873790882,-0.025916861941921533,0,1,-0.879749159161844,1.6889838194835114,1.2162970054137467,5,36,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,2,10
41,0.15772748138910014,3,7,2015-02-11,3,2,0,1.3090191873790882,0.7145649078272621,1,2,0.6965091327294779,0.09913194067843412,0.6847760999161152,1,48,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,2,11
42,-0.4286200330685093,0,3,2015-02-12,3,2,0,-0.04048512950656946,1.4550466775964457,5,1,-1.0767814456482594,0.5667354344446334,0.8619497350819924,4,10,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,2,12
43,1.682231018978885,5,0,2015-02-13,2,0,0,-1.389989446392227,1.4550466775964457,4,2,1.0905737057023084,0.09913194067843412,1.0391233702478695,6,22,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,2,13
44,-1.4840455590922064,2,5,2015-02-14,4,3,1,-1.389989446392227,1.4550466775964457,0,1,0.8935414192158931,1.5019424219770319,-0.3782657110791477,5,32,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,2,14
45,-0.19408102728546553,7,2,2015-02-15,3,0,0,-0.7152372879493982,-0.7663986317111051,2,1,0.8935414192158931,-1.677761335633123,1.570644275745501,7,12,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,2,15
46,0.8613444987382316,5,1,2015-02-16,0,1,1,-1.389989446392227,1.4550466775964457,4,1,-1.2738137321346745,-0.8360750468539643,-1.4413075220744107,3,43,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,2,16
47,0.274996984280622,0,1,2015-01-01,0,0,1,-0.7152372879493982,-0.025916861941921533,1,1,-0.48568458618901356,-0.8360750468539643,-1.2641338869085335,7,12,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,1,1
48,-0.07681152439394365,3,6,2015-02-18,4,2,1,1.3090191873790882,1.4550466775964457,5,1,1.0905737057023084,0.8472975307043529,-0.3782657110791477,0,13,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,2,18
49,-1.3667760562006845,3,4,2015-02-19,0,1,1,-1.389989446392227,0.7145649078272621,3,1,1.0905737057023084,-1.677761335633123,0.5076024647502381,3,28,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,2,19
50,1.682231018978885,2,1,2015-02-20,3,1,0,0.6342670289362593,-1.5068804014802888,3,1,-1.2738137321346745,1.0343389282108326,1.3934706405796238,8,29,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,2,20
51,-1.7185845648752502,5,2,2015-02-21,3,1,0,1.3090191873790882,1.4550466775964457,3,1,0.4994768462430627,0.19265263943167396,0.5076024647502381,6,22,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,2,21
52,-0.31135053017698744,0,3,2015-02-22,2,1,0,-1.389989446392227,-0.025916861941921533,0,1,0.4994768462430627,-0.46199225184100495,0.5076024647502381,7,40,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,2,22
53,-0.6631590388515531,3,0,2015-02-23,4,2,0,1.3090191873790882,-1.5068804014802888,3,2,-1.667878305107505,-0.6490336493474846,-1.2641338869085335,4,20,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,2,23
54,0.5095359900636659,7,5,2015-02-24,2,0,1,1.3090191873790882,-0.7663986317111051,0,0,-1.4708460186210899,-1.116637143113684,-0.3782657110791477,5,5,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,2,24
55,0.040457978497578255,0,2,2015-02-25,3,2,0,-0.7152372879493982,0.7145649078272621,0,1,-0.48568458618901356,-1.2101578418669237,-0.20109207591327052,5,36,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,2,25
56,0.6268054929551877,1,2,2015-02-26,2,1,0,-0.7152372879493982,-0.7663986317111051,1,0,0.8935414192158931,-1.4907199381266432,0.8619497350819924,4,19,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,2,26
57,-1.1322370504176407,0,7,2015-02-27,4,3,0,0.6342670289362593,1.4550466775964457,0,1,0.10541227327023218,-0.27495085433452526,-1.0869602517426562,3,28,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,2,27
58,0.6268054929551877,7,5,2015-02-28,2,2,1,-0.7152372879493982,-0.7663986317111051,5,1,-0.2886522997025983,1.6889838194835114,0.8619497350819924,6,46,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,2,28
59,-1.3667760562006845,2,5,2015-03-01,2,2,1,-0.04048512950656946,0.7145649078272621,2,2,-0.6827168726754288,-0.3684715530877651,0.6847760999161152,1,9,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,3,1
60,0.7440749958467097,0,3,2015-03-02,3,1,0,0.6342670289362593,-1.5068804014802888,1,2,0.4994768462430627,0.6602561331978731,0.5076024647502381,1,48,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,3,2
61,-0.19408102728546553,1,1,2015-03-03,4,3,1,0.6342670289362593,0.7145649078272621,5,0,-1.667878305107505,0.5667354344446334,-1.2641338869085335,7,40,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,3,3
62,-0.8976980446345969,3,4,2015-03-04,1,3,1,-1.389989446392227,1.4550466775964457,4,2,-0.48568458618901356,0.9408182294575927,-0.20109207591327052,5,38,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,3,4
63,1.3304225103043192,7,7,2015-03-05,1,1,0,0.6342670289362593,-0.7663986317111051,5,2,-0.6827168726754288,-1.023116444360444,1.570644275745501,0,8,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,3,5
64,-1.1322370504176407,7,4,2015-03-06,1,2,0,-0.04048512950656946,-1.5068804014802888,1,0,0.3024445597566474,0.753776831951113,-1.6184811572402877,1,9,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,3,6
65,0.274996984280622,7,5,2015-03-07,1,2,1,1.3090191873790882,-0.7663986317111051,0,2,1.6816705651615542,-1.023116444360444,0.6847760999161152,4,47,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,3,7
66,0.7440749958467097,2,3,2015-03-08,0,0,0,0.6342670289362593,-0.025916861941921533,2,1,-0.6827168726754288,-1.7712820343863627,-0.02391844074739338,2,7,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,3,8
67,-0.5458895359600312,5,5,2015-03-09,0,0,1,-0.7152372879493982,0.7145649078272621,1,0,-0.09162001321618306,-1.5842406368798831,-0.02391844074739338,4,20,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,3,9
68,-0.5458895359600312,3,3,2015-03-10,0,2,0,1.3090191873790882,0.7145649078272621,3,0,1.0905737057023084,-1.116637143113684,1.7478179109113783,9,4,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,3,10
69,-0.5458895359600312,4,2,2015-03-11,0,1,1,-0.04048512950656946,-1.5068804014802888,2,1,-1.4708460186210899,0.3796940369381536,1.570644275745501,2,6,False,False,False,False,False,False,False,False,False,False,False,False,-4.358898943540674,0.142857142857143,2015,3,11
70,-1.3667760562006845,1,4,2015-03-12,4,3,0,-0.7152372879493982,1.4550466775964457,2,2,-0.09162001321618306,-0.3684715530877651,-0.732612981410902,2,7,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,3,12
71,-0.19408102728546553,4,7,2015-03-13,1,1,1,-0.04048512950656946,0.7145649078272621,0,0,0.10541227327023218,-0.5555129505942448,1.3934706405796238,1,39,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,3,13
72,0.040457978497578255,6,0,2015-03-14,4,0,1,1.3090191873790882,-0.7663986317111051,4,0,1.4846382786751389,-0.27495085433452526,-0.02391844074739338,2,7,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,3,14
73,-1.1322370504176407,4,7,2015-01-01,2,3,0,-0.04048512950656946,-1.5068804014802888,3,1,1.4846382786751389,1.5019424219770319,1.570644275745501,8,29,False,False,False,False,False,False,False,False,False,False,False,False,-4.358898943540674,0.142857142857143,2015,1,1
74,0.15772748138910014,3,6,2015-03-16,0,1,0,-1.389989446392227,0.7145649078272621,1,1,0.10541227327023218,0.6602561331978731,0.1532551944184838,7,11,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,3,16
75,0.274996984280622,1,0,2015-03-17,2,2,1,-1.389989446392227,0.7145649078272621,4,2,-0.6827168726754288,1.2213803257173121,0.33042882958436093,9,14,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,3,17
76,1.564961516087363,0,6,2015-03-18,0,1,1,1.3090191873790882,0.7145649078272621,5,0,-1.667878305107505,1.5019424219770319,0.5076024647502381,1,48,False,False,False,False,False,False,False,False,False,False,False,False,-4.358898943540674,-7.000000000000001,2015,3,18
77,-1.1322370504176407,7,5,2015-03-19,1,1,0,-0.7152372879493982,-0.025916861941921533,5,2,0.10541227327023218,0.6602561331978731,-1.0869602517426562,1,1,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,3,19
78,-0.7804285417430751,4,4,2015-03-20,4,1,0,-1.389989446392227,1.4550466775964457,5,2,0.4994768462430627,-0.8360750468539643,-0.20109207591327052,9,17,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,3,20
79,-0.4286200330685093,1,3,2015-03-21,0,3,0,-0.04048512950656946,-0.025916861941921533,3,1,-1.0767814456482594,-0.8360750468539643,1.2162970054137467,7,40,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,3,21
80,-0.07681152439394365,4,4,2015-03-22,2,1,1,1.3090191873790882,-0.025916861941921533,3,0,-0.879749159161844,0.3796940369381536,-1.2641338869085335,8,3,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,3,22
81,-1.6013150619837284,1,5,2015-03-23,3,1,0,-0.04048512950656946,-0.7663986317111051,3,0,0.6965091327294779,-0.5555129505942448,-0.20109207591327052,8,0,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,3,23
82,-0.6631590388515531,4,7,2015-03-24,2,1,1,-0.7152372879493982,0.7145649078272621,5,0,0.3024445597566474,1.6889838194835114,0.8619497350819924,5,5,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,3,24
83,0.7440749958467097,3,5,2015-03-25,4,1,1,-0.04048512950656946,1.4550466775964457,1,1,-1.2738137321346745,-1.677761335633123,-0.9097866165767792,7,12,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,3,25
84,1.564961516087363,3,6,2015-03-26,4,1,0,-1.389989446392227,1.4550466775964457,1,1,-0.879749159161844,-1.4907199381266432,0.5076024647502381,0,8,False,False,False,False,False,False,False,False,False,False,False,False,-4.358898943540674,0.142857142857143,2015,3,26
85,-0.7804285417430751,0,3,2015-03-27,1,0,0,1.3090191873790882,-1.5068804014802888,3,1,-0.09162001321618306,-0.27495085433452526,1.2162970054137467,9,41,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,3,27
86,0.8613444987382316,0,7,2015-03-28,2,1,1,1.3090191873790882,-0.7663986317111051,2,1,1.4846382786751389,-0.27495085433452526,1.7478179109113783,3,28,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,3,28
87,-0.6631590388515531,7,0,2015-03-29,3,1,1,-0.04048512950656946,0.7145649078272621,3,1,0.8935414192158931,1.0343389282108326,0.8619497350819924,7,45,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,3,29
88,0.6268054929551877,0,1,2015-03-30,4,3,1,1.3090191873790882,-1.5068804014802888,1,0,-0.48568458618901356,-0.5555129505942448,-0.3782657110791477,0,37,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,3,30
89,1.3304225103043192,4,5,2015-03-31,4,1,0,-0.7152372879493982,-1.5068804014802888,3,2,-0.2886522997025983,0.753776831951113,-1.2641338869085335,9,4,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,3,31
90,-1.2495065533091627,5,6,2015-01-01,1,2,0,-1.389989446392227,1.4550466775964457,3,0,-1.0767814456482594,0.19265263943167396,0.1532551944184838,5,35,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,1,1
91,1.447692013195841,4,5,2015-04-02,2,3,1,1.3090191873790882,-1.5068804014802888,3,2,-0.09162001321618306,-1.2101578418669237,0.33042882958436093,1,9,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,4,2
92,0.040457978497578255,0,4,2015-04-03,4,0,1,-0.04048512950656946,-0.7663986317111051,0,1,-0.879749159161844,1.3149010244705521,-1.0869602517426562,5,5,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,4,3
93,-0.07681152439394365,0,3,2015-04-04,2,1,1,-0.7152372879493982,0.7145649078272621,2,2,1.0905737057023084,0.753776831951113,0.6847760999161152,4,20,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,4,4
94,1.447692013195841,3,3,2015-04-05,3,0,1,1.3090191873790882,1.4550466775964457,1,0,0.10541227327023218,0.6602561331978731,-0.3782657110791477,3,24,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,4,5
95,1.447692013195841,4,7,2015-04-06,3,0,1,-0.04048512950656946,1.4550466775964457,4,0,-0.09162001321618306,-0.8360750468539643,0.6847760999161152,6,22,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,4,6
96,-0.07681152439394365,6,2,2015-04-07,0,0,0,0.6342670289362593,-0.7663986317111051,1,2,0.10541227327023218,-0.18143015558128542,1.2162970054137467,2,7,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,4,7
97,-0.19408102728546553,5,0,2015-04-08,2,1,0,-0.7152372879493982,-1.5068804014802888,3,1,0.10541227327023218,-0.27495085433452526,1.570644275745501,2,18,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,4,8
98,0.040457978497578255,7,5,2015-04-09,0,1,1,-0.7152372879493982,-0.7663986317111051,1,1,1.2876059921887237,-1.2101578418669237,-1.2641338869085335,7,30,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,4,9
99,1.0958835045212754,1,1,2015-04-10,2,0,1,1.3090191873790882,1.4550466775964457,2,0,-1.2738137321346745,0.09913194067843412,-0.20109207591327052,3,24,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,4,10
100,-0.8976980446345969,6,7,2015-04-11,1,0,0,1.3090191873790882,-1.5068804014802888,4,2,-1.2738137321346745,-1.3036785406201636,-0.3782657110791477,3,44,False,False,False,False,False,False,False,False,False,False,False,False,0.22941573387056172,0.142857142857143,2015,4,11
